user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u7508,q7508,0.59,0.67,0.56,0.63,0.71,49.0,2
u591,q591,0.38,0.41,0.46,0.37,0.78,28.0,1
u7352,q7352,0.65,0.63,0.8,0.63,0.81,70.0,2
u143,q143,0.13,0.24,0.29,0.4,0.65,120.0,1
u6924,q6924,0.6,0.7,0.58,0.69,0.95,39.0,2
u615,q615,0.5,0.64,0.4,0.52,0.51,26.0,1
u5819,q5819,0.75,0.69,0.59,0.64,0.87,56.0,3
u9061,q9061,0.97,0.91,0.96,0.86,0.98,28.0,2
u2674,q2674,0.43,0.35,0.72,0.58,1.0,22.0,2
u763,q763,0.35,0.66,0.18,0.44,0.64,174.0,2
u3168,q3168,0.7,0.77,0.56,0.76,0.79,59.0,2
u4982,q4982,0.69,0.73,0.53,0.57,0.84,45.0,2
u5759,q5759,0.65,0.69,0.69,0.6,0.83,77.0,2
u5242,q5242,0.65,0.64,0.62,0.62,0.9,38.0,2
u9608,q9608,0.74,0.87,0.63,0.97,0.97,30.0,3
u5459,q5459,0.51,0.47,0.62,0.61,0.82,47.0,1
u6832,q6832,0.81,0.69,0.82,0.48,0.79,74.0,2
u8571,q8571,0.76,0.88,0.79,0.89,0.99,28.0,3
u2649,q2649,0.34,0.4,0.52,0.44,0.64,27.0,2
u3700,q3700,0.63,0.72,0.6,0.66,0.9,65.0,1
u3038,q3038,0.68,0.64,0.83,0.74,0.87,34.0,2
u6201,q6201,0.5,0.54,0.38,0.74,0.98,32.0,1
u80,q80,0.24,0.2,0.26,0.6,0.26,128.0,2
u2609,q2609,0.56,0.49,0.43,0.02,0.34,147.0,1
u5533,q5533,0.61,0.85,0.3,0.54,0.76,37.0,2
u4533,q4533,0.86,0.99,0.68,0.71,0.88,54.0,2
u243,q243,0.29,0.45,0.05,0.6,0.6,65.0,1
u5535,q5535,0.57,0.67,0.45,0.65,0.68,68.0,1
u4432,q4432,0.62,0.58,0.72,0.68,0.82,60.0,1
u366,q366,0.4,0.36,0.59,0.67,0.3,109.0,1
u7040,q7040,0.59,0.7,0.5,0.72,0.78,43.0,3
u2954,q2954,0.55,0.55,0.42,0.32,0.0,121.0,1
u7768,q7768,0.73,0.79,0.47,0.66,0.84,55.0,2
u4332,q4332,0.57,0.76,0.37,0.6,0.9,85.0,3
u7378,q7378,0.62,0.6,0.55,0.65,0.77,56.0,2
u5183,q5183,0.6,0.76,0.35,0.82,0.77,39.0,2
u8793,q8793,0.9,0.92,0.82,0.78,1.0,13.0,2
u6477,q6477,0.69,0.57,0.95,0.77,0.7,62.0,3
u9792,q9792,0.85,0.84,0.83,0.78,0.97,44.0,2
u5220,q5220,0.6,0.55,0.7,0.54,0.95,65.0,1
u3299,q3299,0.67,0.7,0.61,0.63,0.81,70.0,2
u2915,q2915,0.47,0.47,0.26,0.38,0.38,119.0,1
u7271,q7271,0.39,0.41,0.5,0.61,0.81,40.0,3
u7159,q7159,0.49,0.57,0.55,0.72,0.89,76.0,2
u7412,q7412,0.57,0.7,0.49,0.78,0.79,55.0,2
u5973,q5973,0.75,0.9,0.63,0.63,0.91,45.0,2
u7160,q7160,0.44,0.5,0.46,0.6,0.94,78.0,2
u186,q186,0.51,0.47,0.5,0.29,0.59,147.0,2
u739,q739,0.47,0.57,0.24,0.84,0.78,142.0,1
u6339,q6339,0.76,0.73,0.79,0.67,0.79,57.0,2
u6029,q6029,0.59,0.65,0.65,0.66,1.0,74.0,3
u6301,q6301,0.53,0.6,0.54,0.59,0.82,49.0,3
u1743,q1743,0.29,0.41,0.3,0.31,0.43,24.0,1
u9827,q9827,0.93,0.99,0.8,0.81,1.0,47.0,2
u1710,q1710,0.32,0.3,0.29,0.27,0.49,23.0,1
u8340,q8340,0.8,0.88,0.75,0.86,0.95,24.0,3
u1417,q1417,0.43,0.41,0.34,0.52,0.85,14.0,1
u8327,q8327,0.86,0.93,0.77,0.79,0.94,47.0,3
u6911,q6911,0.63,0.83,0.26,0.69,0.92,82.0,2
u4753,q4753,0.72,0.81,0.49,0.92,0.84,61.0,1
u8716,q8716,0.96,0.93,0.8,0.88,0.99,34.0,3
u1171,q1171,0.35,0.48,0.07,0.33,0.95,22.0,2
u9759,q9759,0.92,0.88,0.85,0.78,0.96,22.0,3
u268,q268,0.27,0.26,0.24,0.55,0.21,109.0,1
u5915,q5915,0.43,0.64,0.25,0.68,0.96,50.0,1
u6576,q6576,0.56,0.8,0.44,0.67,0.86,78.0,3
u6320,q6320,0.43,0.51,0.52,0.76,0.71,52.0,2
u6865,q6865,0.64,0.69,0.56,0.71,0.7,39.0,1
u7017,q7017,0.55,0.65,0.63,0.55,0.93,70.0,2
u8372,q8372,0.92,0.9,0.93,0.81,1.0,33.0,2
u1918,q1918,0.32,0.34,0.24,0.33,0.49,160.0,2
u7580,q7580,0.63,0.72,0.54,0.84,0.99,75.0,1
u5280,q5280,0.73,0.71,0.79,0.48,1.0,79.0,1
u8033,q8033,0.85,0.94,0.8,0.81,0.98,25.0,3
u5251,q5251,0.57,0.75,0.37,0.63,0.79,51.0,2
u2256,q2256,0.36,0.44,0.13,0.61,0.72,20.0,2
u3390,q3390,0.76,0.8,0.72,0.62,0.98,68.0,2
u587,q587,0.33,0.35,0.2,0.61,0.68,112.0,1
u6369,q6369,0.6,0.71,0.6,0.58,0.96,54.0,2
u1677,q1677,0.42,0.52,0.4,0.37,0.82,96.0,1
u9629,q9629,0.79,0.83,0.8,0.82,1.0,48.0,3
u5120,q5120,0.6,0.47,0.71,0.81,0.8,72.0,3
u7862,q7862,0.63,0.46,0.7,0.57,0.81,39.0,2
u8821,q8821,0.86,0.9,0.93,0.95,1.0,57.0,3
u8857,q8857,0.78,0.86,0.73,0.88,0.97,33.0,3
u1804,q1804,0.21,0.25,0.19,0.43,0.61,156.0,2
u8694,q8694,0.96,0.97,0.93,0.85,0.98,62.0,3
u9640,q9640,1.0,0.98,0.85,0.81,0.97,46.0,2
u5143,q5143,0.64,0.81,0.56,0.39,0.81,64.0,2
u762,q762,0.39,0.41,0.3,0.37,0.43,132.0,1
u5231,q5231,0.6,0.7,0.61,0.77,0.96,40.0,3
u8167,q8167,0.95,0.94,0.92,0.87,0.96,48.0,3
u6657,q6657,0.57,0.67,0.47,0.58,0.87,55.0,1
u617,q617,0.33,0.41,0.15,0.56,0.8,24.0,1
u783,q783,0.3,0.44,0.14,0.41,0.38,128.0,1
u5385,q5385,0.59,0.61,0.72,0.6,0.69,56.0,3
u4391,q4391,0.71,0.68,0.53,0.6,0.89,68.0,2
u3352,q3352,0.68,0.84,0.58,0.74,0.84,63.0,2
u905,q905,0.43,0.42,0.54,0.34,0.79,30.0,2
u1456,q1456,0.27,0.22,0.34,0.24,0.5,19.0,2
u6347,q6347,0.7,0.69,0.7,0.67,0.92,74.0,1
u9473,q9473,0.74,0.85,0.74,0.88,0.98,31.0,3
u6525,q6525,0.74,0.81,0.58,0.56,0.88,54.0,1
u836,q836,0.37,0.42,0.24,0.22,0.81,104.0,2
u5425,q5425,0.85,0.85,0.57,0.52,0.86,68.0,2
u7179,q7179,0.8,0.83,0.52,0.74,0.92,53.0,2
u1431,q1431,0.32,0.43,0.03,0.41,0.52,117.0,1
u7686,q7686,0.78,0.89,0.39,0.74,0.97,54.0,2
u9461,q9461,0.9,0.92,0.85,0.84,0.97,42.0,2
u4711,q4711,0.66,0.69,0.7,0.66,0.94,33.0,3
u4705,q4705,0.59,0.76,0.4,0.69,0.8,71.0,1
u769,q769,0.37,0.34,0.4,0.65,0.74,122.0,2
u6235,q6235,0.72,0.77,0.55,0.64,0.9,47.0,1
u6871,q6871,0.59,0.71,0.33,0.61,0.93,72.0,1
u7308,q7308,0.59,0.6,0.62,0.61,0.92,16.0,2
u8243,q8243,0.87,0.93,0.95,0.82,0.98,55.0,2
u1087,q1087,0.46,0.5,0.43,0.42,0.41,152.0,1
u8945,q8945,0.86,0.86,0.81,0.86,0.97,42.0,2
u2939,q2939,0.32,0.24,0.49,0.47,0.47,103.0,1
u8456,q8456,0.94,0.91,0.92,0.9,0.99,34.0,3
u5091,q5091,0.82,0.94,0.5,0.67,0.97,50.0,2
u4801,q4801,0.64,0.77,0.48,0.67,0.86,64.0,3
u4556,q4556,0.66,0.71,0.52,0.48,0.84,86.0,1
u5629,q5629,0.82,0.79,1.0,0.58,0.95,61.0,2
u4719,q4719,0.73,0.89,0.61,0.88,0.78,64.0,2
u4350,q4350,0.67,0.64,0.67,0.56,0.81,66.0,3
u1867,q1867,0.41,0.5,0.33,0.53,0.64,160.0,2
u1851,q1851,0.16,0.34,0.0,0.7,0.43,123.0,2
u2255,q2255,0.15,0.27,0.18,0.42,0.54,129.0,1
u8564,q8564,0.92,0.94,1.0,0.89,0.96,42.0,3
u9690,q9690,0.91,0.85,0.96,0.77,0.96,37.0,3
u6312,q6312,0.75,0.82,0.57,0.63,0.88,43.0,2
u6162,q6162,0.65,0.59,0.71,0.79,0.95,51.0,3
u114,q114,0.35,0.65,0.12,0.27,0.54,157.0,2
u7637,q7637,0.82,0.76,0.9,0.5,0.66,55.0,3
u1218,q1218,0.4,0.43,0.23,0.63,0.05,139.0,1
u9817,q9817,1.0,0.88,0.97,0.85,0.95,46.0,3
u5333,q5333,0.73,0.9,0.47,0.71,0.73,50.0,2
u6442,q6442,0.56,0.71,0.36,0.68,0.77,42.0,1
u4887,q4887,0.67,0.81,0.54,0.7,0.95,80.0,2
u581,q581,0.48,0.43,0.62,0.36,0.89,134.0,1
u7833,q7833,0.7,0.8,0.67,0.5,0.83,74.0,2
u8307,q8307,0.96,0.92,1.0,0.79,0.96,35.0,2
u7361,q7361,0.64,0.71,0.58,0.69,0.86,59.0,2
u5527,q5527,0.65,0.71,0.53,0.75,0.89,60.0,3
u9375,q9375,0.85,0.91,0.87,0.84,1.0,43.0,2
u2814,q2814,0.2,0.37,0.17,0.5,0.91,147.0,1
u6908,q6908,0.67,0.63,0.62,0.6,0.82,74.0,3
u2695,q2695,0.53,0.43,0.56,0.39,0.5,123.0,1
u1068,q1068,0.43,0.52,0.34,0.37,0.69,29.0,1
u5272,q5272,0.85,0.86,0.74,0.76,1.0,87.0,1
u8555,q8555,0.8,0.86,0.67,0.84,0.97,22.0,3
u4655,q4655,0.79,0.78,0.72,0.8,0.84,81.0,2
u2633,q2633,0.47,0.42,0.32,0.63,1.0,121.0,2
u4952,q4952,0.69,0.61,0.63,0.67,0.88,61.0,3
u3957,q3957,0.61,0.6,0.73,0.63,0.92,63.0,1
u4928,q4928,0.68,0.69,0.57,0.59,0.89,54.0,2
u5831,q5831,0.66,0.69,0.73,0.77,0.74,57.0,2
u1888,q1888,0.48,0.44,0.54,0.15,0.43,144.0,2
u5951,q5951,0.71,0.79,0.48,0.63,0.81,67.0,1
u5175,q5175,0.81,0.87,0.74,0.7,0.76,52.0,2
u5809,q5809,0.6,0.82,0.18,0.54,0.98,64.0,2
u5270,q5270,0.64,0.66,0.62,0.66,0.89,51.0,3
u4051,q4051,0.59,0.75,0.4,0.53,0.71,79.0,2
u6125,q6125,0.63,0.62,0.57,0.55,0.96,67.0,1
u6838,q6838,0.56,0.61,0.43,0.74,0.85,59.0,3
u7796,q7796,0.68,0.64,0.72,0.67,0.79,47.0,2
u651,q651,0.58,0.58,0.36,0.44,0.82,141.0,2
u4718,q4718,0.59,0.69,0.41,0.57,0.85,68.0,1
u6938,q6938,0.63,0.68,0.39,0.57,0.98,88.0,3
u6558,q6558,0.86,0.72,0.88,0.8,0.97,38.0,2
u7288,q7288,0.71,0.77,0.43,0.58,0.97,38.0,2
u5837,q5837,0.56,0.63,0.61,0.56,0.77,35.0,2
u5375,q5375,0.62,0.68,0.54,0.42,0.96,57.0,1
u8235,q8235,0.96,0.91,0.8,0.83,1.0,66.0,2
u8274,q8274,0.86,0.88,0.85,0.78,1.0,67.0,3
u7775,q7775,0.77,0.76,0.75,0.47,0.71,52.0,3
u2934,q2934,0.35,0.5,0.0,0.25,0.78,27.0,1
u2995,q2995,0.42,0.3,0.43,0.4,0.69,24.0,1
u1951,q1951,0.28,0.22,0.34,0.19,0.46,29.0,2
u1289,q1289,0.48,0.29,0.53,0.53,0.48,136.0,1
u190,q190,0.34,0.25,0.57,0.59,0.92,168.0,2
u4274,q4274,0.72,0.86,0.51,0.5,0.72,54.0,2
u6880,q6880,0.57,0.69,0.41,0.83,0.59,46.0,2
u6221,q6221,0.61,0.76,0.54,0.7,0.75,60.0,3
u6328,q6328,0.69,0.54,0.83,0.73,0.76,60.0,1
u1124,q1124,0.26,0.29,0.33,0.39,0.28,169.0,2
u1392,q1392,0.37,0.33,0.42,0.41,0.84,115.0,1
u5664,q5664,0.75,0.77,0.75,0.83,0.77,43.0,2
u270,q270,0.34,0.41,0.4,0.47,0.51,142.0,1
u2987,q2987,0.4,0.39,0.18,0.3,0.62,109.0,2
u1803,q1803,0.16,0.33,0.09,0.28,0.66,107.0,1
u1796,q1796,0.18,0.32,0.11,0.58,0.54,23.0,1
u4334,q4334,0.67,0.8,0.43,0.56,0.86,31.0,2
u304,q304,0.35,0.46,0.15,0.57,0.25,74.0,1
u4677,q4677,0.52,0.56,0.56,0.46,0.87,87.0,2
u8724,q8724,0.93,0.95,0.89,0.8,0.97,26.0,3
u8542,q8542,0.87,0.98,0.86,0.86,0.98,50.0,3
u8430,q8430,0.91,0.89,0.85,0.79,0.97,35.0,3
u7880,q7880,0.7,0.77,0.71,0.59,0.83,83.0,2
u122,q122,0.23,0.31,0.21,0.42,0.32,148.0,1
u3095,q3095,0.59,0.66,0.53,0.52,0.68,72.0,2
u5051,q5051,0.63,0.83,0.5,0.63,0.84,55.0,1
u1949,q1949,0.41,0.51,0.24,0.55,0.45,29.0,1
u8741,q8741,0.89,0.94,0.79,0.84,1.0,54.0,3
u990,q990,0.27,0.4,0.18,0.39,0.45,145.0,1
u8383,q8383,0.79,0.84,0.67,0.86,0.96,53.0,2
u453,q453,0.42,0.3,0.28,0.24,0.47,19.0,1
u2614,q2614,0.44,0.4,0.31,0.37,0.42,136.0,1
u3577,q3577,0.61,0.73,0.51,0.58,0.93,43.0,2
u120,q120,0.55,0.48,0.55,0.35,0.88,130.0,2
u1782,q1782,0.33,0.39,0.34,0.55,0.27,27.0,1
u8914,q8914,0.87,1.0,0.68,0.9,0.99,32.0,3
u8058,q8058,0.87,0.79,0.91,0.94,0.98,53.0,3
u5725,q5725,0.59,0.6,0.51,0.72,0.75,64.0,2
u2013,q2013,0.34,0.32,0.3,0.38,0.57,132.0,2
u1043,q1043,0.34,0.51,0.06,0.47,0.55,23.0,1
u8461,q8461,0.94,0.86,1.0,0.86,0.97,42.0,2
u9163,q9163,0.76,0.91,0.74,0.8,1.0,52.0,3
u781,q781,0.33,0.42,0.28,0.58,0.51,132.0,2
u9505,q9505,0.82,0.88,0.75,0.93,0.95,44.0,3
u2489,q2489,0.4,0.4,0.19,0.49,0.47,138.0,1
u6905,q6905,0.67,0.71,0.62,0.58,0.86,87.0,2
u9325,q9325,0.89,0.98,0.74,0.77,1.0,32.0,3
u9017,q9017,0.87,0.9,0.81,0.86,1.0,28.0,3
u9381,q9381,0.97,0.95,0.97,0.83,0.99,41.0,3
u9725,q9725,0.89,0.9,0.92,0.86,1.0,36.0,3
u2045,q2045,0.38,0.32,0.42,0.54,0.6,21.0,2
u3994,q3994,0.61,0.71,0.66,0.56,0.84,58.0,2
u4307,q4307,0.72,0.72,0.73,0.55,0.85,54.0,2
u6459,q6459,0.69,0.64,0.7,0.57,0.82,72.0,2
u4365,q4365,0.6,0.75,0.48,0.81,0.77,63.0,2
u6462,q6462,0.62,0.53,0.63,0.66,0.77,63.0,2
u2750,q2750,0.3,0.38,0.15,0.35,0.27,21.0,1
u4157,q4157,0.72,0.89,0.48,0.75,0.99,70.0,2
u5950,q5950,0.44,0.68,0.1,0.79,0.73,54.0,2
u7906,q7906,0.61,0.69,0.3,0.55,0.92,52.0,2
u2183,q2183,0.32,0.38,0.27,0.4,0.75,122.0,1
u1179,q1179,0.35,0.3,0.57,0.34,0.9,113.0,1
u6663,q6663,0.59,0.56,0.85,0.61,0.86,63.0,1
u6863,q6863,0.84,0.87,0.57,0.53,0.78,60.0,3
u4112,q4112,0.64,0.66,0.62,0.66,0.95,71.0,2
u8401,q8401,1.0,0.88,0.86,0.83,1.0,29.0,3
u5737,q5737,0.71,0.73,0.53,0.7,0.85,53.0,1
u6699,q6699,0.66,0.78,0.59,0.58,0.98,65.0,1
u7359,q7359,0.58,0.62,0.45,0.54,1.0,38.0,2
u656,q656,0.34,0.41,0.35,0.67,0.86,145.0,1
u7222,q7222,0.76,0.81,0.64,0.5,0.69,78.0,2
u1911,q1911,0.38,0.57,0.22,0.45,0.59,131.0,1
u8913,q8913,0.92,0.89,0.89,0.7,1.0,34.0,3
u9383,q9383,0.94,0.85,0.89,0.87,0.98,41.0,2
u6330,q6330,0.62,0.66,0.53,0.62,0.94,59.0,2
u8159,q8159,0.88,0.95,0.91,0.91,0.96,54.0,3
u9357,q9357,0.81,0.91,0.77,0.9,0.99,35.0,3
u1496,q1496,0.5,0.6,0.55,0.32,0.55,17.0,2
u5627,q5627,0.55,0.53,0.4,0.58,0.99,77.0,1
u5059,q5059,0.71,0.75,0.57,0.65,0.98,57.0,1
u7604,q7604,0.62,0.79,0.51,0.76,0.91,41.0,1
u9820,q9820,0.91,0.87,0.84,0.81,0.98,31.0,2
u1810,q1810,0.34,0.49,0.24,0.11,0.7,127.0,1
u1601,q1601,0.35,0.38,0.27,0.38,0.84,105.0,2
u2839,q2839,0.45,0.62,0.12,0.61,0.98,25.0,1
u926,q926,0.28,0.25,0.25,0.2,0.5,138.0,1
u7043,q7043,0.76,0.7,0.67,0.5,0.92,56.0,2
u3544,q3544,0.43,0.69,0.23,0.72,0.65,70.0,2
u1071,q1071,0.37,0.4,0.39,0.58,0.51,25.0,1
u3250,q3250,0.54,0.59,0.48,0.61,0.77,39.0,1
u7402,q7402,0.63,0.67,0.51,0.59,0.75,55.0,2
u2082,q2082,0.36,0.46,0.32,0.57,0.95,122.0,2
u3682,q3682,0.87,0.84,0.8,0.69,0.84,54.0,1
u5655,q5655,0.54,0.54,0.48,0.7,0.9,71.0,2
u9310,q9310,1.0,0.97,0.85,0.84,0.99,40.0,2
u6768,q6768,0.53,0.7,0.42,0.69,0.7,79.0,3
u4666,q4666,0.77,0.72,0.74,0.64,1.0,61.0,2
u3094,q3094,0.75,0.94,0.52,0.64,0.63,46.0,3
u2675,q2675,0.22,0.3,0.1,0.35,0.19,20.0,1
u3328,q3328,0.43,0.49,0.51,0.75,0.92,70.0,2
u6676,q6676,0.79,0.73,0.91,0.65,0.83,73.0,1
u9117,q9117,0.91,0.88,1.0,0.79,0.99,45.0,3
u6181,q6181,0.55,0.55,0.52,0.84,1.0,47.0,2
u5640,q5640,0.54,0.62,0.45,0.65,0.83,21.0,2
u951,q951,0.47,0.38,0.38,0.2,0.77,29.0,1
u2635,q2635,0.45,0.57,0.18,0.23,0.8,21.0,2
u139,q139,0.42,0.48,0.37,0.41,0.48,25.0,1
u9646,q9646,0.85,0.77,0.92,0.95,0.97,31.0,3
u9331,q9331,0.9,0.85,0.86,0.9,0.97,34.0,3
u8532,q8532,0.93,0.91,0.93,0.88,1.0,30.0,3
u4995,q4995,0.63,0.61,0.75,0.6,0.78,69.0,2
u6122,q6122,0.71,0.69,0.77,0.62,1.0,52.0,1
u1551,q1551,0.44,0.39,0.51,0.45,0.46,23.0,1
u5169,q5169,0.75,0.91,0.51,0.53,1.0,55.0,2
u2295,q2295,0.3,0.32,0.5,0.53,0.25,151.0,2
u3309,q3309,0.71,0.74,0.7,0.66,0.66,55.0,2
u8974,q8974,0.83,0.88,0.74,0.87,1.0,34.0,3
u727,q727,0.33,0.4,0.37,0.28,0.6,136.0,1
u1339,q1339,0.26,0.36,0.0,0.4,0.49,21.0,2
u219,q219,0.3,0.35,0.19,0.36,0.42,20.0,1
u8691,q8691,0.99,0.93,0.9,0.85,1.0,32.0,2
u3968,q3968,0.64,0.72,0.54,0.75,0.75,46.0,1
u3046,q3046,0.63,0.78,0.39,0.58,0.94,74.0,2
u7153,q7153,0.6,0.74,0.39,0.67,0.82,64.0,2
u4747,q4747,0.63,0.66,0.66,0.69,0.87,60.0,3
u5548,q5548,0.64,0.8,0.55,0.64,0.92,71.0,2
u6872,q6872,0.88,0.95,0.56,0.67,0.85,68.0,3
u3680,q3680,0.74,0.78,0.61,0.74,0.89,71.0,1
u5885,q5885,0.58,0.64,0.65,0.6,0.91,24.0,2
u5335,q5335,0.71,0.65,0.89,0.76,0.97,44.0,2
u7353,q7353,0.61,0.66,0.57,0.64,0.95,74.0,2
u4170,q4170,0.61,0.76,0.46,0.69,0.68,74.0,1
u148,q148,0.22,0.27,0.19,0.34,0.5,123.0,1
u6733,q6733,0.54,0.58,0.75,0.74,0.79,56.0,2
u5387,q5387,0.66,0.73,0.6,0.55,0.77,52.0,2
u488,q488,0.34,0.29,0.4,0.19,0.84,23.0,1
u8384,q8384,0.9,0.91,0.82,0.88,1.0,56.0,3
u2133,q2133,0.37,0.47,0.36,0.44,0.67,106.0,2
u3273,q3273,0.64,0.75,0.42,0.78,0.86,53.0,2
u5224,q5224,0.65,0.61,0.71,0.77,0.79,49.0,2
u7748,q7748,0.67,0.71,0.63,0.69,0.68,75.0,1
u5078,q5078,0.65,0.69,0.66,0.72,0.91,28.0,2
u4215,q4215,0.64,0.73,0.66,0.73,0.78,79.0,2
u9953,q9953,0.92,0.94,0.85,0.72,0.95,39.0,3
u180,q180,0.58,0.67,0.38,0.53,0.51,117.0,1
u9120,q9120,0.95,0.94,0.87,0.9,0.96,42.0,2
u857,q857,0.21,0.32,0.09,0.42,0.43,150.0,1
u9261,q9261,1.0,0.9,0.91,0.8,0.98,48.0,3
u2733,q2733,0.43,0.46,0.45,0.44,0.79,28.0,1
u875,q875,0.29,0.4,0.19,0.2,0.66,32.0,2
u1517,q1517,0.47,0.55,0.24,0.67,0.37,23.0,2
u6260,q6260,0.57,0.67,0.45,0.77,0.87,62.0,2
u4967,q4967,0.65,0.8,0.63,0.63,0.85,41.0,2
u774,q774,0.39,0.5,0.19,0.22,0.56,22.0,1
u3377,q3377,0.61,0.69,0.54,0.74,0.85,52.0,3
u6559,q6559,0.71,0.82,0.53,0.69,0.78,58.0,3
u2764,q2764,0.26,0.34,0.09,0.49,0.62,163.0,1
u5321,q5321,0.55,0.73,0.35,0.5,0.81,37.0,1
u7696,q7696,0.6,0.6,0.46,0.72,1.0,77.0,3
u5347,q5347,0.55,0.6,0.44,0.6,0.73,60.0,1
u2697,q2697,0.37,0.51,0.24,0.75,0.47,152.0,1
u3022,q3022,0.54,0.59,0.49,0.51,0.82,65.0,1
u4586,q4586,0.58,0.45,0.78,0.65,0.86,74.0,2
u4477,q4477,0.77,0.79,0.69,0.61,0.88,67.0,2
u3891,q3891,0.54,0.67,0.23,0.72,1.0,45.0,1
u8996,q8996,0.77,0.91,0.68,0.84,0.97,44.0,3
u4824,q4824,0.57,0.73,0.48,0.78,0.72,68.0,3
u2721,q2721,0.51,0.6,0.23,0.35,0.56,23.0,1
u771,q771,0.47,0.47,0.45,0.4,0.0,22.0,1
u8505,q8505,0.89,0.86,0.76,0.84,0.99,25.0,2
u7089,q7089,0.73,0.65,0.93,0.79,0.95,67.0,3
u5520,q5520,0.77,0.65,0.88,0.77,0.93,65.0,3
u2785,q2785,0.25,0.35,0.28,0.22,0.37,26.0,1
u7756,q7756,0.73,0.8,0.61,0.73,0.8,36.0,1
u7090,q7090,0.59,0.69,0.51,0.59,0.82,42.0,3
u5148,q5148,0.65,0.73,0.5,0.69,0.71,76.0,1
u4483,q4483,0.64,0.7,0.48,0.57,0.95,46.0,1
u9961,q9961,0.82,0.85,0.88,0.93,0.98,53.0,3
u280,q280,0.32,0.36,0.38,0.41,0.54,25.0,1
u5357,q5357,0.61,0.61,0.63,0.54,0.56,40.0,2
u2378,q2378,0.2,0.27,0.0,0.26,0.8,25.0,1
u6031,q6031,0.61,0.61,0.52,0.67,0.85,56.0,2
u3178,q3178,0.64,0.76,0.44,0.72,0.77,88.0,2
u2388,q2388,0.15,0.31,0.07,0.46,0.75,107.0,2
u418,q418,0.39,0.41,0.33,0.62,0.68,24.0,2
u7726,q7726,0.78,0.81,0.65,0.7,0.65,72.0,2
u8013,q8013,0.9,0.86,0.96,0.83,1.0,39.0,3
u7011,q7011,0.5,0.5,0.34,0.69,0.75,84.0,1
u2111,q2111,0.32,0.35,0.23,0.26,0.43,24.0,1
u413,q413,0.35,0.25,0.6,0.13,0.71,30.0,1
u7693,q7693,0.61,0.7,0.56,0.6,0.88,54.0,3
u5510,q5510,0.67,0.65,0.59,0.66,1.0,40.0,2
u2877,q2877,0.29,0.31,0.06,0.36,0.56,21.0,1
u2862,q2862,0.42,0.45,0.48,0.42,0.4,142.0,1
u8021,q8021,0.91,0.91,0.79,0.74,1.0,21.0,2
u9550,q9550,0.88,0.87,0.92,0.91,0.97,47.0,3
u5890,q5890,0.61,0.72,0.54,0.38,0.64,70.0,1
u3133,q3133,0.65,0.65,0.75,0.7,0.77,51.0,2
u8297,q8297,0.83,0.94,0.76,0.86,0.96,38.0,2
u1672,q1672,0.23,0.36,0.06,0.1,0.59,24.0,2
u6613,q6613,0.68,0.72,0.58,0.52,0.91,89.0,3
u5564,q5564,0.69,0.69,0.74,0.65,0.75,76.0,1
u2654,q2654,0.51,0.5,0.47,0.38,0.94,150.0,1
u876,q876,0.49,0.58,0.48,0.27,0.6,23.0,1
u8985,q8985,0.82,0.86,0.74,0.82,0.97,49.0,3
u7140,q7140,0.49,0.74,0.28,0.66,0.8,32.0,1
u2478,q2478,0.46,0.55,0.3,0.17,0.62,149.0,1
u621,q621,0.16,0.32,0.09,0.04,0.67,141.0,2
u6321,q6321,0.56,0.46,0.6,0.61,0.96,51.0,2
u6934,q6934,0.64,0.71,0.61,0.57,0.97,54.0,2
u6619,q6619,0.57,0.71,0.34,0.71,0.65,71.0,2
u1375,q1375,0.59,0.55,0.45,0.47,0.63,28.0,2
u8335,q8335,0.8,0.93,0.74,0.85,1.0,41.0,3
u3098,q3098,0.78,0.81,0.74,0.49,0.72,45.0,3
u9207,q9207,0.91,0.95,0.91,0.87,0.98,55.0,3
u6103,q6103,0.64,0.65,0.59,0.87,0.98,68.0,1
u3052,q3052,0.69,0.77,0.63,0.51,0.79,37.0,1
u1020,q1020,0.4,0.44,0.29,0.41,0.96,142.0,1
u4662,q4662,0.69,0.6,0.77,0.74,0.81,76.0,3
u7367,q7367,0.62,0.67,0.69,0.81,0.88,48.0,1
u5462,q5462,0.74,0.87,0.63,0.65,0.8,62.0,1
u9236,q9236,0.91,0.96,0.86,0.9,1.0,47.0,2
u7553,q7553,0.91,0.67,1.0,0.62,0.93,76.0,3
u473,q473,0.29,0.25,0.31,0.42,0.23,142.0,1
u8194,q8194,0.92,0.83,1.0,0.81,1.0,45.0,3
u8874,q8874,0.83,0.84,0.81,0.93,0.97,61.0,3
u4290,q4290,0.61,0.62,0.59,0.64,0.75,54.0,2
u6961,q6961,0.74,0.89,0.62,0.44,0.9,73.0,2
u2647,q2647,0.29,0.36,0.21,0.07,0.83,31.0,1
u5092,q5092,0.6,0.59,0.57,0.5,0.82,61.0,3
u9564,q9564,0.98,0.84,0.87,0.72,0.97,24.0,2
u4936,q4936,0.54,0.72,0.49,0.55,0.96,67.0,1
u9775,q9775,0.94,0.99,0.92,0.81,0.98,37.0,2
u3808,q3808,0.68,0.8,0.62,0.67,0.9,63.0,2
u9339,q9339,0.89,0.86,0.92,0.9,0.95,20.0,3
